"Team","Value","Squad size","Date"
"Hull City","£61.74m",24,"2017-07-15"
"Ipswich Town","£17.42m",23,"2017-07-15"
"Blackpool FC","£3.24m",26,"2017-07-15"
"Sunderland AFC","£69.98m",23,"2017-07-15"
"Charlton Athletic","£9.68m",25,"2017-07-15"
"Shrewsbury Town","£2.81m",25,"2017-07-15"
"Fleetwood Town","£4.14m",30,"2017-07-15"
"Milton Keynes Dons","£4.59m",24,"2017-07-15"
"Oxford United","£4.70m",27,"2017-07-15"
"Wigan Athletic","£12.06m",29,"2017-07-15"
"Swindon Town","£2.36m",23,"2017-07-15"
"Doncaster Rovers","£2.16m",22,"2017-07-15"
"Portsmouth FC","£4.28m",28,"2017-07-15"
"Burton Albion","£7.38m",21,"2017-07-15"
"Gillingham FC","£2.93m",22,"2017-07-15"
"Bristol Rovers","£2.03m",20,"2017-07-15"
"Northampton Town","£4.28m",23,"2017-07-15"
"Plymouth Argyle","£3.94m",22,"2017-07-15"
"Lincoln City","£765Th.",19,"2017-07-15"
"Peterborough United","£4.03m",23,"2017-07-15"
"Rochdale AFC","£2.97m",25,"2017-07-15"
"Crewe Alexandra","£1.78m",21,"2017-07-15"
"AFC Wimbledon","£2.90m",21,"2017-07-15"
"Accrington Stanley","£1.62m",16,"2017-07-15"
