"Team","Value","Squad size","Date"
"Ipswich Town","£15.26m",24,"2012-06-01"
"Hull City","£16.70m",29,"2012-06-01"
"Sunderland AFC","£95.63m",26,"2012-06-01"
"Blackpool FC","£18.61m",30,"2012-06-01"
"Charlton Athletic","£7.90m",25,"2012-06-01"
"Milton Keynes Dons","£4.19m",19,"2012-06-01"
"Portsmouth FC","£16.11m",26,"2012-06-01"
"Fleetwood Town","£743Th.",32,"2012-06-01"
"Shrewsbury Town","£3.15m",19,"2012-06-01"
"Swindon Town","£3.58m",27,"2012-06-01"
"Oxford United","£4.05m",24,"2012-06-01"
"Wigan Athletic","£65.70m",26,"2012-06-01"
"Lincoln City","£2.00m",35,"2012-06-01"
"Doncaster Rovers","£12.22m",31,"2012-06-01"
"Gillingham FC","£3.24m",28,"2012-06-01"
"Bristol Rovers","£4.23m",25,"2012-06-01"
"Plymouth Argyle","£4.25m",27,"2012-06-01"
"Burton Albion","£2.43m",23,"2012-06-01"
"Crewe Alexandra","£1.08m",27,"2012-06-01"
"Northampton Town","£3.71m",24,"2012-06-01"
"Peterborough United","£7.63m",20,"2012-06-01"
"Rochdale AFC","£3.71m",27,"2012-06-01"
"AFC Wimbledon","£743Th.",24,"2012-06-01"
"Accrington Stanley","£1.28m",17,"2012-06-01"
