"Team","Value","Squad size","Date"
"Liverpool FC","£279.68m",26,"2015-03-15"
"Manchester City","£376.43m",23,"2015-03-15"
"Chelsea FC","£435.15m",24,"2015-03-15"
"Manchester United","£382.50m",25,"2015-03-15"
"Tottenham Hotspur","£236.48m",25,"2015-03-15"
"Arsenal FC","£349.88m",26,"2015-03-15"
"Everton FC","£161.33m",24,"2015-03-15"
"Leicester City","£53.33m",26,"2015-03-15"
"Wolverhampton Wanderers","£20.88m",28,"2015-03-15"
"Aston Villa","£94.95m",27,"2015-03-15"
"West Ham United","£107.33m",22,"2015-03-15"
"Newcastle United","£109.80m",26,"2015-03-15"
"Brighton & Hove Albion","£18.27m",26,"2015-03-15"
"Southampton FC","£170.55m",25,"2015-03-15"
"Crystal Palace","£76.28m",27,"2015-03-15"
"Fulham FC","£33.75m",31,"2015-03-15"
"Leeds United","£23.90m",30,"2015-03-15"
"Sheffield United","£8.91m",28,"2015-03-15"
"Burnley FC","£42.57m",23,"2015-03-15"
"West Bromwich Albion","£72.45m",22,"2015-03-15"
