"Team","Value","Squad size","Date"
"Liverpool FC","£242.55m",29,"2013-07-01"
"Manchester City","£407.03m",24,"2013-07-01"
"Chelsea FC","£426.60m",32,"2013-07-01"
"Manchester United","£402.08m",31,"2013-07-01"
"Tottenham Hotspur","£248.63m",30,"2013-07-01"
"Arsenal FC","£272.16m",32,"2013-07-01"
"Everton FC","£122.63m",21,"2013-07-01"
"Leicester City","£26.37m",31,"2013-07-01"
"Wolverhampton Wanderers","£37.80m",29,"2013-07-01"
"Aston Villa","£102.15m",31,"2013-07-01"
"West Ham United","£81.45m",26,"2013-07-01"
"Newcastle United","£156.15m",28,"2013-07-01"
"Brighton & Hove Albion","£18.05m",30,"2013-07-01"
"Southampton FC","£80.10m",28,"2013-07-01"
"Fulham FC","£68.18m",22,"2013-07-01"
"Crystal Palace","£20.03m",27,"2013-07-01"
"Leeds United","£17.46m",28,"2013-07-01"
"Sheffield United","£8.69m",29,"2013-07-01"
"Burnley FC","£16.00m",26,"2013-07-01"
"West Bromwich Albion","£56.48m",21,"2013-07-01"
