"","Team","Value","Squad size","Date"
"1","Salford City","€800Th.",15,"2015-10-15"
"2","Southend United","€4.00m",26,"2015-10-15"
"3","Bolton Wanderers","€20.10m",30,"2015-10-15"
"4","Oldham Athletic","€6.83m",33,"2015-10-15"
"5","Tranmere Rovers","€1.35m",27,"2015-10-15"
"6","Morecambe FC","€1.83m",24,"2015-10-15"
"7","Grimsby Town","€1.53m",22,"2015-10-15"
"8","Colchester United","€6.13m",30,"2015-10-15"
"9","Leyton Orient","€3.85m",23,"2015-10-15"
"10","Mansfield Town","€2.80m",25,"2015-10-15"
"11","Bradford City","€8.80m",29,"2015-10-15"
"12","Scunthorpe United","€5.53m",25,"2015-10-15"
"13","Barrow AFC","€1.35m",22,"2015-10-15"
"14","Port Vale FC","€3.58m",27,"2015-10-15"
"15","Cheltenham Town","€625Th.",27,"2015-10-15"
"16","Exeter City","€4.35m",26,"2015-10-15"
"17","Carlisle United","€2.20m",23,"2015-10-15"
"18","Crawley Town","€3.03m",23,"2015-10-15"
"19","Newport County","€1.35m",24,"2015-10-15"
"20","Cambridge United","€2.63m",26,"2015-10-15"
"21","Walsall FC","€3.83m",23,"2015-10-15"
"22","Forest Green Rovers","€2.03m",24,"2015-10-15"
"23","Stevenage FC","€2.48m",30,"2015-10-15"
"24","Harrogate Town","€3.08m",44,"2015-10-15"
