"","Team","Value","Squad size","Date"
"1","Liverpool FC","€285.50m",23,"2013-12-15"
"2","Manchester City","€472.75m",24,"2013-12-15"
"3","Chelsea FC","€458.75m",25,"2013-12-15"
"4","Manchester United","€405.00m",28,"2013-12-15"
"5","Tottenham Hotspur","€313.00m",24,"2013-12-15"
"6","Arsenal FC","€355.50m",28,"2013-12-15"
"7","Everton FC","€168.00m",25,"2013-12-15"
"8","Leicester City","€28.10m",24,"2013-12-15"
"9","Wolverhampton Wanderers","€24.65m",28,"2013-12-15"
"10","Aston Villa","€105.50m",26,"2013-12-15"
"11","West Ham United","€96.00m",26,"2013-12-15"
"12","Newcastle United","€165.50m",24,"2013-12-15"
"13","Southampton FC","€112.50m",24,"2013-12-15"
"14","Brighton & Hove Albion","€27.53m",28,"2013-12-15"
"15","Fulham FC","€88.00m",24,"2013-12-15"
"16","Crystal Palace","€58.25m",31,"2013-12-15"
"17","Leeds United","€20.50m",26,"2013-12-15"
"18","Sheffield United","€10.93m",27,"2013-12-15"
"19","Burnley FC","€18.48m",22,"2013-12-15"
"20","West Bromwich Albion","€96.75m",26,"2013-12-15"
