"Team","Value","Squad size","Date"
"Salford City","£698Th.",12,"2015-05-01"
"Bolton Wanderers","£23.67m",31,"2015-05-01"
"Oldham Athletic","£5.20m",27,"2015-05-01"
"Barrow AFC","£1.19m",29,"2015-05-01"
"Morecambe FC","£2.00m",23,"2015-05-01"
"Mansfield Town","£1.76m",26,"2015-05-01"
"Tranmere Rovers","£3.62m",27,"2015-05-01"
"Grimsby Town","£1.13m",27,"2015-05-01"
"Leyton Orient","£6.98m",30,"2015-05-01"
"Colchester United","£4.03m",29,"2015-05-01"
"Scunthorpe United","£4.23m",27,"2015-05-01"
"Bradford City","£5.81m",23,"2015-05-01"
"Port Vale FC","£3.56m",28,"2015-05-01"
"Crawley Town","£4.57m",27,"2015-05-01"
"Exeter City","£3.47m",28,"2015-05-01"
"Newport County","£1.04m",23,"2015-05-01"
"Southend United","£3.17m",27,"2015-05-01"
"Cheltenham Town","£2.36m",25,"2015-05-01"
"Cambridge United","£2.25m",27,"2015-05-01"
"Carlisle United","£3.42m",28,"2015-05-01"
"Stevenage FC","£2.25m",30,"2015-05-01"
"Forest Green Rovers","£1.78m",23,"2015-05-01"
"Walsall FC","£2.90m",26,"2015-05-01"
"Harrogate Town","£2.12m",38,"2015-05-01"
