"Team","Value","Squad size","Date"
"Liverpool FC","£330.53m",29,"2015-08-15"
"Manchester City","£376.52m",25,"2015-08-15"
"Chelsea FC","£482.63m",25,"2015-08-15"
"Manchester United","£356.18m",29,"2015-08-15"
"Tottenham Hotspur","£249.30m",25,"2015-08-15"
"Arsenal FC","£363.60m",25,"2015-08-15"
"Everton FC","£160.94m",24,"2015-08-15"
"Leicester City","£73.17m",23,"2015-08-15"
"Wolverhampton Wanderers","£20.21m",29,"2015-08-15"
"Aston Villa","£92.75m",30,"2015-08-15"
"West Ham United","£130.05m",27,"2015-08-15"
"Newcastle United","£141.75m",30,"2015-08-15"
"Southampton FC","£164.03m",27,"2015-08-15"
"Brighton & Hove Albion","£22.01m",25,"2015-08-15"
"Fulham FC","£26.91m",30,"2015-08-15"
"Crystal Palace","£110.25m",31,"2015-08-15"
"Leeds United","£17.96m",21,"2015-08-15"
"Sheffield United","£10.44m",30,"2015-08-15"
"Burnley FC","£36.14m",29,"2015-08-15"
"West Bromwich Albion","£86.49m",25,"2015-08-15"
