"","Team","Value","Squad size","Date"
"1","Hull City","€84.70m",22,"2015-07-01"
"2","Ipswich Town","€19.00m",27,"2015-07-01"
"3","Blackpool FC","€3.38m",17,"2015-07-01"
"4","Sunderland AFC","€83.75m",22,"2015-07-01"
"5","Shrewsbury Town","€3.88m",27,"2015-07-01"
"6","Charlton Athletic","€21.00m",36,"2015-07-01"
"7","Fleetwood Town","€2.25m",24,"2015-07-01"
"8","Milton Keynes Dons","€5.30m",26,"2015-07-01"
"9","Oxford United","€1.95m",23,"2015-07-01"
"10","Wigan Athletic","€15.55m",21,"2015-07-01"
"11","Swindon Town","€1.85m",12,"2015-07-01"
"12","Doncaster Rovers","€3.70m",20,"2015-07-01"
"13","Portsmouth FC","€4.28m",20,"2015-07-01"
"14","Burton Albion","€3.06m",29,"2015-07-01"
"15","Gillingham FC","€1.90m",21,"2015-07-01"
"16","Bristol Rovers","€1.63m",23,"2015-07-01"
"17","Plymouth Argyle","€1.53m",18,"2015-07-01"
"18","Northampton Town","€3.65m",21,"2015-07-01"
"19","Lincoln City","€875Th.",23,"2015-07-01"
"20","Peterborough United","€6.63m",22,"2015-07-01"
"21","Rochdale AFC","€3.28m",24,"2015-07-01"
"22","Crewe Alexandra","€1.80m",22,"2015-07-01"
"23","AFC Wimbledon","€1.15m",19,"2015-07-01"
"24","Accrington Stanley","€700Th.",20,"2015-07-01"
