"Team","Value","Squad size","Date"
"AFC Bournemouth","£4.03m",32,"2012-05-15"
"Norwich City","£47.97m",26,"2012-05-15"
"Watford FC","£12.60m",27,"2012-05-15"
"Brentford FC","£5.63m",27,"2012-05-15"
"Stoke City","£81.68m",24,"2012-05-15"
"Bristol City","£18.59m",32,"2012-05-15"
"Nottingham Forest","£23.56m",28,"2012-05-15"
"Swansea City","£61.65m",28,"2012-05-15"
"Blackburn Rovers","£63.36m",27,"2012-05-15"
"Reading FC","£17.96m",28,"2012-05-15"
"Cardiff City","£21.65m",28,"2012-05-15"
"Middlesbrough FC","£27.27m",27,"2012-05-15"
"Huddersfield Town","£11.34m",30,"2012-05-15"
"Birmingham City","£27.88m",25,"2012-05-15"
"Derby County","£8.42m",23,"2012-05-15"
"Millwall FC","£10.62m",25,"2012-05-15"
"Preston North End","£6.86m",32,"2012-05-15"
"Sheffield Wednesday","£11.77m",27,"2012-05-15"
"Queens Park Rangers","£71.60m",30,"2012-05-15"
"Barnsley FC","£10.69m",27,"2012-05-15"
"Luton Town","£1.15m",27,"2012-05-15"
"Coventry City","£9.05m",23,"2012-05-15"
"Rotherham United","£3.17m",23,"2012-05-15"
"Wycombe Wanderers","£4.21m",27,"2012-05-15"
