"Team","Value","Squad size","Date"
"Ipswich Town","£15.53m",25,"2014-11-01"
"Hull City","£86.18m",24,"2014-11-01"
"Sunderland AFC","£80.37m",27,"2014-11-01"
"Blackpool FC","£11.77m",25,"2014-11-01"
"Charlton Athletic","£16.11m",27,"2014-11-01"
"Milton Keynes Dons","£6.66m",25,"2014-11-01"
"Portsmouth FC","£4.30m",29,"2014-11-01"
"Fleetwood Town","£3.29m",24,"2014-11-01"
"Shrewsbury Town","£3.44m",24,"2014-11-01"
"Swindon Town","£3.20m",26,"2014-11-01"
"Oxford United","£2.52m",31,"2014-11-01"
"Wigan Athletic","£42.44m",29,"2014-11-01"
"Lincoln City","£405Th.",21,"2014-11-01"
"Doncaster Rovers","£4.32m",22,"2014-11-01"
"Gillingham FC","£2.43m",26,"2014-11-01"
"Bristol Rovers","£1.35m",25,"2014-11-01"
"Plymouth Argyle","£1.69m",24,"2014-11-01"
"Burton Albion","£1.97m",23,"2014-11-01"
"Crewe Alexandra","£3.02m",29,"2014-11-01"
"Northampton Town","£4.59m",29,"2014-11-01"
"Peterborough United","£4.93m",23,"2014-11-01"
"Rochdale AFC","£3.22m",25,"2014-11-01"
"AFC Wimbledon","£2.36m",27,"2014-11-01"
"Accrington Stanley","£1.44m",27,"2014-11-01"
