"","Team","Value","Squad size","Date"
"1","Liverpool FC","€457.50m",31,"2017-08-15"
"2","Manchester City","€615.25m",26,"2017-08-15"
"3","Chelsea FC","€597.80m",29,"2017-08-15"
"4","Manchester United","€552.60m",26,"2017-08-15"
"5","Tottenham Hotspur","€460.75m",22,"2017-08-15"
"6","Arsenal FC","€574.00m",32,"2017-08-15"
"7","Everton FC","€294.00m",29,"2017-08-15"
"8","Leicester City","€226.25m",28,"2017-08-15"
"9","Wolverhampton Wanderers","€73.53m",32,"2017-08-15"
"10","Aston Villa","€90.50m",29,"2017-08-15"
"11","West Ham United","€225.30m",24,"2017-08-15"
"12","Newcastle United","€140.00m",31,"2017-08-15"
"13","Southampton FC","€246.60m",29,"2017-08-15"
"14","Brighton & Hove Albion","€71.65m",29,"2017-08-15"
"15","Fulham FC","€47.65m",21,"2017-08-15"
"16","Crystal Palace","€174.45m",29,"2017-08-15"
"17","Leeds United","€44.15m",27,"2017-08-15"
"18","Sheffield United","€10.25m",24,"2017-08-15"
"19","Burnley FC","€72.00m",23,"2017-08-15"
"20","West Bromwich Albion","€105.25m",20,"2017-08-15"
