"","Team","Value","Squad size","Date"
"1","Liverpool FC","€235.00m",24,"2012-03-15"
"2","Manchester City","€467.00m",24,"2012-03-15"
"3","Chelsea FC","€381.00m",25,"2012-03-15"
"4","Manchester United","€415.00m",27,"2012-03-15"
"5","Tottenham Hotspur","€269.50m",27,"2012-03-15"
"6","Arsenal FC","€299.25m",27,"2012-03-15"
"7","Everton FC","€147.00m",24,"2012-03-15"
"8","Leicester City","€36.10m",32,"2012-03-15"
"9","Wolverhampton Wanderers","€79.25m",22,"2012-03-15"
"10","Aston Villa","€129.25m",25,"2012-03-15"
"11","West Ham United","€61.08m",28,"2012-03-15"
"12","Newcastle United","€135.25m",28,"2012-03-15"
"13","Southampton FC","€27.78m",29,"2012-03-15"
"14","Brighton & Hove Albion","€17.83m",32,"2012-03-15"
"15","Fulham FC","€101.00m",29,"2012-03-15"
"16","Crystal Palace","€20.80m",29,"2012-03-15"
"17","Leeds United","€20.60m",28,"2012-03-15"
"18","Sheffield United","€17.90m",28,"2012-03-15"
"19","Burnley FC","€22.53m",23,"2012-03-15"
"20","West Bromwich Albion","€71.50m",23,"2012-03-15"
