"","Team","Value","Squad size","Date"
"1","Liverpool FC","€457.50m",31,"2017-08-01"
"2","Manchester City","€642.00m",30,"2017-08-01"
"3","Chelsea FC","€605.05m",30,"2017-08-01"
"4","Manchester United","€558.85m",29,"2017-08-01"
"5","Tottenham Hotspur","€463.00m",22,"2017-08-01"
"6","Arsenal FC","€575.00m",33,"2017-08-01"
"7","Everton FC","€295.25m",31,"2017-08-01"
"8","Leicester City","€211.00m",26,"2017-08-01"
"9","Wolverhampton Wanderers","€70.68m",32,"2017-08-01"
"10","Aston Villa","€99.75m",30,"2017-08-01"
"11","West Ham United","€238.40m",26,"2017-08-01"
"12","Newcastle United","€140.50m",32,"2017-08-01"
"13","Southampton FC","€239.00m",27,"2017-08-01"
"14","Brighton & Hove Albion","€61.20m",28,"2017-08-01"
"15","Fulham FC","€52.15m",22,"2017-08-01"
"16","Crystal Palace","€171.95m",28,"2017-08-01"
"17","Leeds United","€43.20m",26,"2017-08-01"
"18","Sheffield United","€10.70m",25,"2017-08-01"
"19","Burnley FC","€82.75m",24,"2017-08-01"
"20","West Bromwich Albion","€105.25m",20,"2017-08-01"
