"Team","Value","Squad size","Date"
"Hull City","£50.40m",26,"2013-09-15"
"Ipswich Town","£10.73m",20,"2013-09-15"
"Blackpool FC","£18.83m",24,"2013-09-15"
"Sunderland AFC","£100.71m",27,"2013-09-15"
"Shrewsbury Town","£3.15m",21,"2013-09-15"
"Charlton Athletic","£10.44m",24,"2013-09-15"
"Fleetwood Town","£3.17m",23,"2013-09-15"
"Milton Keynes Dons","£5.22m",23,"2013-09-15"
"Oxford United","£2.54m",26,"2013-09-15"
"Wigan Athletic","£57.78m",25,"2013-09-15"
"Swindon Town","£3.58m",28,"2013-09-15"
"Doncaster Rovers","£7.43m",25,"2013-09-15"
"Portsmouth FC","£3.17m",20,"2013-09-15"
"Burton Albion","£2.62m",22,"2013-09-15"
"Gillingham FC","£2.66m",26,"2013-09-15"
"Bristol Rovers","£2.68m",26,"2013-09-15"
"Plymouth Argyle","£2.97m",25,"2013-09-15"
"Northampton Town","£3.35m",26,"2013-09-15"
"Lincoln City","£540Th.",22,"2013-09-15"
"Peterborough United","£6.98m",22,"2013-09-15"
"Rochdale AFC","£2.14m",28,"2013-09-15"
"Crewe Alexandra","£2.23m",25,"2013-09-15"
"AFC Wimbledon","£2.14m",22,"2013-09-15"
"Accrington Stanley","£1.98m",23,"2013-09-15"
