"","Team","Value","Squad size","Date"
"1","Hull City","€68.95m",26,"2016-03-15"
"2","Ipswich Town","€19.43m",26,"2016-03-15"
"3","Blackpool FC","€3.95m",27,"2016-03-15"
"4","Sunderland AFC","€87.25m",24,"2016-03-15"
"5","Shrewsbury Town","€4.45m",27,"2016-03-15"
"6","Charlton Athletic","€26.95m",32,"2016-03-15"
"7","Fleetwood Town","€5.45m",31,"2016-03-15"
"8","Milton Keynes Dons","€9.35m",23,"2016-03-15"
"9","Oxford United","€2.98m",28,"2016-03-15"
"10","Wigan Athletic","€11.10m",27,"2016-03-15"
"11","Swindon Town","€3.55m",26,"2016-03-15"
"12","Doncaster Rovers","€4.23m",23,"2016-03-15"
"13","Portsmouth FC","€4.28m",24,"2016-03-15"
"14","Burton Albion","€4.08m",26,"2016-03-15"
"15","Gillingham FC","€3.40m",28,"2016-03-15"
"16","Bristol Rovers","€2.15m",27,"2016-03-15"
"17","Plymouth Argyle","€2.83m",21,"2016-03-15"
"18","Northampton Town","€4.45m",25,"2016-03-15"
"19","Lincoln City","€1.18m",25,"2016-03-15"
"20","Peterborough United","€4.55m",29,"2016-03-15"
"21","Rochdale AFC","€4.35m",26,"2016-03-15"
"22","Crewe Alexandra","€2.58m",28,"2016-03-15"
"23","AFC Wimbledon","€2.78m",27,"2016-03-15"
"24","Accrington Stanley","€1.38m",28,"2016-03-15"
