"","Team","Value","Squad size","Date"
"1","Liverpool FC","€356.00m",26,"2015-12-01"
"2","Manchester City","€516.00m",25,"2015-12-01"
"3","Chelsea FC","€542.50m",25,"2015-12-01"
"4","Manchester United","€391.25m",24,"2015-12-01"
"5","Tottenham Hotspur","€297.00m",25,"2015-12-01"
"6","Arsenal FC","€402.00m",24,"2015-12-01"
"7","Everton FC","€208.50m",29,"2015-12-01"
"8","Leicester City","€100.10m",26,"2015-12-01"
"9","Wolverhampton Wanderers","€29.35m",27,"2015-12-01"
"10","Aston Villa","€121.00m",28,"2015-12-01"
"11","West Ham United","€165.25m",25,"2015-12-01"
"12","Newcastle United","€164.25m",28,"2015-12-01"
"13","Southampton FC","€193.75m",26,"2015-12-01"
"14","Brighton & Hove Albion","€32.70m",31,"2015-12-01"
"15","Fulham FC","€34.70m",30,"2015-12-01"
"16","Crystal Palace","€121.00m",28,"2015-12-01"
"17","Leeds United","€26.70m",22,"2015-12-01"
"18","Sheffield United","€11.33m",31,"2015-12-01"
"19","Burnley FC","€43.65m",28,"2015-12-01"
"20","West Bromwich Albion","€97.50m",24,"2015-12-01"
