"Team","Value","Squad size","Date"
"Salford City","£1.53m",25,"2018-07-01"
"Southend United","£4.88m",26,"2018-07-01"
"Bolton Wanderers","£10.94m",19,"2018-07-01"
"Oldham Athletic","£4.88m",22,"2018-07-01"
"Tranmere Rovers","£1.19m",22,"2018-07-01"
"Morecambe FC","£1.67m",20,"2018-07-01"
"Grimsby Town","£2.30m",21,"2018-07-01"
"Colchester United","£1.60m",23,"2018-07-01"
"Leyton Orient","£2.16m",25,"2018-07-01"
"Mansfield Town","£3.98m",23,"2018-07-01"
"Bradford City","£3.56m",28,"2018-07-01"
"Scunthorpe United","£3.69m",20,"2018-07-01"
"Barrow AFC","£833Th.",19,"2018-07-01"
"Port Vale FC","£2.16m",27,"2018-07-01"
"Cheltenham Town","£1.71m",19,"2018-07-01"
"Exeter City","£2.77m",26,"2018-07-01"
"Carlisle United","£1.67m",16,"2018-07-01"
"Crawley Town","£2.32m",21,"2018-07-01"
"Newport County","£1.51m",19,"2018-07-01"
"Walsall FC","£1.71m",21,"2018-07-01"
"Forest Green Rovers","£2.97m",22,"2018-07-01"
"Stevenage FC","£1.78m",26,"2018-07-01"
"Cambridge United","£2.07m",27,"2018-07-01"
"Harrogate Town","£945Th.",24,"2018-07-01"
