"Team","Value","Squad size","Date"
"Salford City","-",NA,"2011-06-15"
"Southend United","£3.06m",27,"2011-06-15"
"Bolton Wanderers","£83.84m",29,"2011-06-15"
"Oldham Athletic","£3.85m",28,"2011-06-15"
"Tranmere Rovers","£2.93m",24,"2011-06-15"
"Morecambe FC","£3.78m",24,"2011-06-15"
"Grimsby Town","-",NA,"2011-06-15"
"Colchester United","£5.60m",28,"2011-06-15"
"Leyton Orient","£5.22m",21,"2011-06-15"
"Mansfield Town","£1.55m",29,"2011-06-15"
"Bradford City","£2.86m",26,"2011-06-15"
"Scunthorpe United","£5.18m",23,"2011-06-15"
"Barrow AFC","£990Th.",26,"2011-06-15"
"Port Vale FC","£2.43m",23,"2011-06-15"
"Cheltenham Town","£1.40m",19,"2011-06-15"
"Exeter City","£4.59m",34,"2011-06-15"
"Carlisle United","£4.07m",22,"2011-06-15"
"Crawley Town","£1.98m",26,"2011-06-15"
"Newport County","£923Th.",16,"2011-06-15"
"Walsall FC","£4.25m",25,"2011-06-15"
"Forest Green Rovers","£1.42m",35,"2011-06-15"
"Stevenage FC","£2.68m",25,"2011-06-15"
"Cambridge United","£878Th.",24,"2011-06-15"
"Harrogate Town","£338Th.",17,"2011-06-15"
