"","Team","Value","Squad size","Date"
"1","Salford City","€50Th.",3,"2013-03-15"
"2","Southend United","€3.98m",26,"2013-03-15"
"3","Bolton Wanderers","€48.60m",29,"2013-03-15"
"4","Oldham Athletic","€4.38m",29,"2013-03-15"
"5","Tranmere Rovers","€3.13m",24,"2013-03-15"
"6","Morecambe FC","€2.48m",23,"2013-03-15"
"7","Grimsby Town","€1.48m",22,"2013-03-15"
"8","Colchester United","€5.28m",27,"2013-03-15"
"9","Leyton Orient","€5.40m",21,"2013-03-15"
"10","Mansfield Town","€2.43m",28,"2013-03-15"
"11","Bradford City","€5.08m",24,"2013-03-15"
"12","Scunthorpe United","€4.10m",23,"2013-03-15"
"13","Barrow AFC","€900Th.",18,"2013-03-15"
"14","Port Vale FC","€3.75m",24,"2013-03-15"
"15","Cheltenham Town","€2.15m",19,"2013-03-15"
"16","Exeter City","€4.20m",28,"2013-03-15"
"17","Carlisle United","€3.98m",23,"2013-03-15"
"18","Crawley Town","€3.48m",26,"2013-03-15"
"19","Newport County","€2.13m",26,"2013-03-15"
"20","Cambridge United","€500Th.",22,"2013-03-15"
"21","Walsall FC","€3.50m",23,"2013-03-15"
"22","Forest Green Rovers","€1.50m",28,"2013-03-15"
"23","Stevenage FC","€6.25m",28,"2013-03-15"
"24","Harrogate Town","€1.70m",36,"2013-03-15"
