"Team","Value","Squad size","Date"
"Salford City","£563Th.",11,"2015-03-01"
"Southend United","£2.95m",26,"2015-03-01"
"Bolton Wanderers","£23.65m",31,"2015-03-01"
"Oldham Athletic","£4.93m",24,"2015-03-01"
"Tranmere Rovers","£3.53m",26,"2015-03-01"
"Morecambe FC","£1.78m",22,"2015-03-01"
"Grimsby Town","£900Th.",25,"2015-03-01"
"Colchester United","£3.53m",29,"2015-03-01"
"Leyton Orient","£7.88m",28,"2015-03-01"
"Mansfield Town","£1.78m",27,"2015-03-01"
"Bradford City","£5.85m",24,"2015-03-01"
"Scunthorpe United","£3.33m",25,"2015-03-01"
"Barrow AFC","£1.19m",29,"2015-03-01"
"Port Vale FC","£2.86m",27,"2015-03-01"
"Cheltenham Town","£2.54m",25,"2015-03-01"
"Exeter City","£3.29m",26,"2015-03-01"
"Carlisle United","£3.62m",25,"2015-03-01"
"Crawley Town","£3.62m",25,"2015-03-01"
"Newport County","£1.24m",24,"2015-03-01"
"Cambridge United","£2.48m",27,"2015-03-01"
"Walsall FC","£2.45m",24,"2015-03-01"
"Forest Green Rovers","£1.73m",22,"2015-03-01"
"Stevenage FC","£2.12m",29,"2015-03-01"
"Harrogate Town","£2.14m",38,"2015-03-01"
