"Team","Value","Squad size","Date"
"Liverpool FC","£1.00bn",27,"2019-06-15"
"Manchester City","£1.05bn",26,"2019-06-15"
"Chelsea FC","£861.98m",35,"2019-06-15"
"Manchester United","£706.28m",29,"2019-06-15"
"Tottenham Hotspur","£793.35m",27,"2019-06-15"
"Arsenal FC","£569.03m",31,"2019-06-15"
"Everton FC","£397.58m",29,"2019-06-15"
"Leicester City","£349.56m",30,"2019-06-15"
"Wolverhampton Wanderers","£266.85m",25,"2019-06-15"
"Aston Villa","£86.63m",27,"2019-06-15"
"West Ham United","£311.40m",30,"2019-06-15"
"Newcastle United","£196.65m",29,"2019-06-15"
"Brighton & Hove Albion","£156.78m",26,"2019-06-15"
"Southampton FC","£219.69m",28,"2019-06-15"
"Crystal Palace","£223.83m",26,"2019-06-15"
"Fulham FC","£205.20m",26,"2019-06-15"
"Leeds United","£52.52m",28,"2019-06-15"
"Sheffield United","£29.66m",28,"2019-06-15"
"Burnley FC","£172.58m",26,"2019-06-15"
"West Bromwich Albion","£86.81m",22,"2019-06-15"
