"","Team","Value","Squad size","Date"
"1","Liverpool FC","€514.50m",29,"2017-12-01"
"2","Manchester City","€629.50m",21,"2017-12-01"
"3","Chelsea FC","€631.90m",26,"2017-12-01"
"4","Manchester United","€592.75m",25,"2017-12-01"
"5","Tottenham Hotspur","€551.00m",24,"2017-12-01"
"6","Arsenal FC","€508.00m",26,"2017-12-01"
"7","Everton FC","€335.25m",31,"2017-12-01"
"8","Leicester City","€243.50m",26,"2017-12-01"
"9","Wolverhampton Wanderers","€73.20m",27,"2017-12-01"
"10","Aston Villa","€79.25m",29,"2017-12-01"
"11","West Ham United","€215.90m",24,"2017-12-01"
"12","Newcastle United","€137.00m",27,"2017-12-01"
"13","Southampton FC","€255.60m",27,"2017-12-01"
"14","Brighton & Hove Albion","€99.00m",28,"2017-12-01"
"15","Fulham FC","€73.25m",25,"2017-12-01"
"16","Crystal Palace","€190.60m",27,"2017-12-01"
"17","Leeds United","€43.90m",26,"2017-12-01"
"18","Sheffield United","€11.03m",27,"2017-12-01"
"19","Burnley FC","€91.50m",25,"2017-12-01"
"20","West Bromwich Albion","€156.25m",22,"2017-12-01"
