"","Team","Value","Squad size","Date"
"1","Hull City","€27.20m",28,"2013-01-15"
"2","Ipswich Town","€18.68m",27,"2013-01-15"
"3","Blackpool FC","€27.28m",34,"2013-01-15"
"4","Sunderland AFC","€119.55m",24,"2013-01-15"
"5","Shrewsbury Town","€4.08m",25,"2013-01-15"
"6","Charlton Athletic","€10.93m",32,"2013-01-15"
"7","Fleetwood Town","€3.03m",32,"2013-01-15"
"8","Milton Keynes Dons","€6.03m",22,"2013-01-15"
"9","Oxford United","€3.25m",26,"2013-01-15"
"10","Wigan Athletic","€76.60m",26,"2013-01-15"
"11","Swindon Town","€5.73m",26,"2013-01-15"
"12","Doncaster Rovers","€8.50m",27,"2013-01-15"
"13","Portsmouth FC","€3.30m",14,"2013-01-15"
"14","Burton Albion","€2.64m",24,"2013-01-15"
"15","Gillingham FC","€2.83m",26,"2013-01-15"
"16","Bristol Rovers","€3.68m",27,"2013-01-15"
"17","Plymouth Argyle","€3.45m",26,"2013-01-15"
"18","Northampton Town","€3.90m",22,"2013-01-15"
"19","Lincoln City","€1.00m",31,"2013-01-15"
"20","Peterborough United","€9.53m",29,"2013-01-15"
"21","Rochdale AFC","€2.08m",23,"2013-01-15"
"22","Crewe Alexandra","€1.95m",24,"2013-01-15"
"23","AFC Wimbledon","€2.60m",27,"2013-01-15"
"24","Accrington Stanley","€2.80m",27,"2013-01-15"
