"Team","Value","Squad size","Date"
"Salford City","-",NA,"2011-08-01"
"Southend United","£4.07m",26,"2011-08-01"
"Bolton Wanderers","£73.22m",25,"2011-08-01"
"Oldham Athletic","£3.53m",24,"2011-08-01"
"Tranmere Rovers","£2.05m",18,"2011-08-01"
"Morecambe FC","£2.52m",23,"2011-08-01"
"Grimsby Town","£1.58m",21,"2011-08-01"
"Colchester United","£5.24m",24,"2011-08-01"
"Leyton Orient","£4.46m",22,"2011-08-01"
"Mansfield Town","£2.36m",37,"2011-08-01"
"Bradford City","£2.36m",29,"2011-08-01"
"Scunthorpe United","£4.86m",25,"2011-08-01"
"Barrow AFC","£405Th.",15,"2011-08-01"
"Port Vale FC","£2.05m",22,"2011-08-01"
"Cheltenham Town","£1.85m",21,"2011-08-01"
"Exeter City","£3.47m",25,"2011-08-01"
"Carlisle United","£4.50m",21,"2011-08-01"
"Crawley Town","£1.85m",23,"2011-08-01"
"Newport County","£720Th.",15,"2011-08-01"
"Walsall FC","£4.61m",24,"2011-08-01"
"Forest Green Rovers","£945Th.",19,"2011-08-01"
"Stevenage FC","£2.90m",26,"2011-08-01"
"Cambridge United","£945Th.",29,"2011-08-01"
"Harrogate Town","£720Th.",20,"2011-08-01"
