"Team","Value","Squad size","Date"
"Ipswich Town","£15.84m",24,"2015-01-15"
"Hull City","£90.23m",29,"2015-01-15"
"Sunderland AFC","£79.92m",24,"2015-01-15"
"Blackpool FC","£13.12m",31,"2015-01-15"
"Charlton Athletic","£17.96m",29,"2015-01-15"
"Milton Keynes Dons","£6.32m",22,"2015-01-15"
"Portsmouth FC","£4.75m",27,"2015-01-15"
"Fleetwood Town","£3.15m",28,"2015-01-15"
"Shrewsbury Town","£3.49m",23,"2015-01-15"
"Swindon Town","£2.88m",26,"2015-01-15"
"Oxford United","£1.60m",26,"2015-01-15"
"Wigan Athletic","£41.09m",29,"2015-01-15"
"Lincoln City","£405Th.",21,"2015-01-15"
"Doncaster Rovers","£4.55m",23,"2015-01-15"
"Gillingham FC","£2.43m",26,"2015-01-15"
"Bristol Rovers","£1.46m",25,"2015-01-15"
"Plymouth Argyle","£1.89m",24,"2015-01-15"
"Burton Albion","£2.37m",25,"2015-01-15"
"Crewe Alexandra","£2.79m",29,"2015-01-15"
"Northampton Town","£3.94m",24,"2015-01-15"
"Peterborough United","£5.47m",22,"2015-01-15"
"Rochdale AFC","£3.31m",26,"2015-01-15"
"AFC Wimbledon","£2.07m",27,"2015-01-15"
"Accrington Stanley","£1.19m",24,"2015-01-15"
