"","Team","Value","Squad size","Date"
"1","AFC Bournemouth","€116.75m",27,"2017-09-15"
"2","Norwich City","€57.15m",28,"2017-09-15"
"3","Watford FC","€152.00m",31,"2017-09-15"
"4","Brentford FC","€26.10m",23,"2017-09-15"
"5","Cardiff City","€34.20m",26,"2017-09-15"
"6","Bristol City","€22.20m",26,"2017-09-15"
"7","Swansea City","€148.35m",26,"2017-09-15"
"8","Reading FC","€39.50m",26,"2017-09-15"
"9","Stoke City","€158.75m",25,"2017-09-15"
"10","Blackburn Rovers","€16.20m",25,"2017-09-15"
"11","Nottingham Forest","€26.90m",28,"2017-09-15"
"12","Middlesbrough FC","€74.80m",25,"2017-09-15"
"13","Derby County","€55.85m",26,"2017-09-15"
"14","Huddersfield Town","€56.90m",26,"2017-09-15"
"15","Birmingham City","€38.65m",30,"2017-09-15"
"16","Millwall FC","€9.55m",25,"2017-09-15"
"17","Sheffield Wednesday","€68.13m",28,"2017-09-15"
"18","Preston North End","€9.00m",28,"2017-09-15"
"19","Queens Park Rangers","€37.75m",34,"2017-09-15"
"20","Barnsley FC","€11.23m",25,"2017-09-15"
"21","Luton Town","€3.85m",29,"2017-09-15"
"22","Coventry City","€4.08m",33,"2017-09-15"
"23","Rotherham United","€6.28m",26,"2017-09-15"
"24","Wycombe Wanderers","€3.13m",25,"2017-09-15"
