"","Team","Value","Squad size","Date"
"1","Liverpool FC","€235.20m",25,"2012-04-15"
"2","Manchester City","€467.00m",24,"2012-04-15"
"3","Chelsea FC","€381.00m",25,"2012-04-15"
"4","Manchester United","€415.00m",28,"2012-04-15"
"5","Tottenham Hotspur","€269.25m",26,"2012-04-15"
"6","Arsenal FC","€299.25m",27,"2012-04-15"
"7","Everton FC","€147.00m",24,"2012-04-15"
"8","Leicester City","€35.35m",30,"2012-04-15"
"9","Wolverhampton Wanderers","€79.25m",22,"2012-04-15"
"10","Aston Villa","€124.25m",25,"2012-04-15"
"11","West Ham United","€63.00m",29,"2012-04-15"
"12","Newcastle United","€133.75m",27,"2012-04-15"
"13","Southampton FC","€27.60m",26,"2012-04-15"
"14","Brighton & Hove Albion","€17.88m",33,"2012-04-15"
"15","Fulham FC","€103.00m",31,"2012-04-15"
"16","Crystal Palace","€20.80m",29,"2012-04-15"
"17","Leeds United","€18.60m",25,"2012-04-15"
"18","Sheffield United","€15.30m",29,"2012-04-15"
"19","Burnley FC","€18.63m",23,"2012-04-15"
"20","West Bromwich Albion","€71.75m",24,"2012-04-15"
