"","Team","Value","Squad size","Date"
"1","Liverpool FC","€331.50m",25,"2014-12-01"
"2","Manchester City","€441.25m",24,"2014-12-01"
"3","Chelsea FC","€444.75m",24,"2014-12-01"
"4","Manchester United","€461.00m",27,"2014-12-01"
"5","Tottenham Hotspur","€265.75m",27,"2014-12-01"
"6","Arsenal FC","€408.30m",27,"2014-12-01"
"7","Everton FC","€168.25m",24,"2014-12-01"
"8","Leicester City","€53.25m",26,"2014-12-01"
"9","Wolverhampton Wanderers","€24.03m",29,"2014-12-01"
"10","Aston Villa","€99.75m",25,"2014-12-01"
"11","West Ham United","€108.25m",23,"2014-12-01"
"12","Newcastle United","€126.25m",31,"2014-12-01"
"13","Southampton FC","€152.75m",24,"2014-12-01"
"14","Brighton & Hove Albion","€24.70m",26,"2014-12-01"
"15","Fulham FC","€39.70m",32,"2014-12-01"
"16","Crystal Palace","€71.25m",27,"2014-12-01"
"17","Leeds United","€26.78m",31,"2014-12-01"
"18","Sheffield United","€9.35m",28,"2014-12-01"
"19","Burnley FC","€45.00m",27,"2014-12-01"
"20","West Bromwich Albion","€91.50m",25,"2014-12-01"
