"Team","Value","Squad size","Date"
"Hull City","£33.35m",27,"2013-04-15"
"Ipswich Town","£14.60m",26,"2013-04-15"
"Blackpool FC","£28.35m",31,"2013-04-15"
"Sunderland AFC","£106.20m",22,"2013-04-15"
"Shrewsbury Town","£3.33m",26,"2013-04-15"
"Charlton Athletic","£8.91m",27,"2013-04-15"
"Fleetwood Town","£3.08m",31,"2013-04-15"
"Milton Keynes Dons","£5.31m",23,"2013-04-15"
"Oxford United","£2.93m",25,"2013-04-15"
"Wigan Athletic","£64.58m",25,"2013-04-15"
"Swindon Town","£3.42m",24,"2013-04-15"
"Doncaster Rovers","£7.02m",27,"2013-04-15"
"Portsmouth FC","£3.53m",19,"2013-04-15"
"Burton Albion","£2.53m",25,"2013-04-15"
"Gillingham FC","£1.89m",22,"2013-04-15"
"Bristol Rovers","£3.02m",30,"2013-04-15"
"Plymouth Argyle","£3.47m",27,"2013-04-15"
"Northampton Town","£3.62m",22,"2013-04-15"
"Lincoln City","£540Th.",26,"2013-04-15"
"Peterborough United","£7.20m",30,"2013-04-15"
"Rochdale AFC","£2.52m",25,"2013-04-15"
"Crewe Alexandra","£3.08m",28,"2013-04-15"
"AFC Wimbledon","£3.06m",27,"2013-04-15"
"Accrington Stanley","£3.44m",28,"2013-04-15"
