"Team","Value","Squad size","Date"
"Liverpool FC","£253.80m",22,"2014-04-15"
"Manchester City","£405.90m",24,"2014-04-15"
"Chelsea FC","£349.88m",23,"2014-04-15"
"Manchester United","£340.65m",26,"2014-04-15"
"Tottenham Hotspur","£244.35m",25,"2014-04-15"
"Arsenal FC","£333.45m",27,"2014-04-15"
"Everton FC","£152.78m",24,"2014-04-15"
"Leicester City","£26.28m",25,"2014-04-15"
"Wolverhampton Wanderers","£16.76m",26,"2014-04-15"
"Aston Villa","£89.55m",28,"2014-04-15"
"West Ham United","£87.03m",26,"2014-04-15"
"Newcastle United","£129.38m",25,"2014-04-15"
"Brighton & Hove Albion","£19.85m",26,"2014-04-15"
"Southampton FC","£100.58m",21,"2014-04-15"
"Crystal Palace","£51.30m",26,"2014-04-15"
"Fulham FC","£73.13m",26,"2014-04-15"
"Leeds United","£23.45m",28,"2014-04-15"
"Sheffield United","£8.28m",24,"2014-04-15"
"Burnley FC","£22.61m",23,"2014-04-15"
"West Bromwich Albion","£72.23m",24,"2014-04-15"
