"Team","Value","Squad size","Date"
"Liverpool FC","£219.60m",24,"2012-02-01"
"Manchester City","£383.85m",24,"2012-02-01"
"Chelsea FC","£372.60m",25,"2012-02-01"
"Manchester United","£356.40m",27,"2012-02-01"
"Tottenham Hotspur","£241.70m",26,"2012-02-01"
"Arsenal FC","£261.50m",29,"2012-02-01"
"Everton FC","£128.25m",24,"2012-02-01"
"Leicester City","£35.75m",35,"2012-02-01"
"Wolverhampton Wanderers","£71.33m",27,"2012-02-01"
"Aston Villa","£117.09m",25,"2012-02-01"
"West Ham United","£67.91m",31,"2012-02-01"
"Newcastle United","£105.30m",28,"2012-02-01"
"Brighton & Hove Albion","£9.47m",28,"2012-02-01"
"Southampton FC","£22.57m",31,"2012-02-01"
"Fulham FC","£96.14m",29,"2012-02-01"
"Crystal Palace","£20.68m",33,"2012-02-01"
"Leeds United","£19.94m",26,"2012-02-01"
"Sheffield United","£14.85m",26,"2012-02-01"
"Burnley FC","£21.85m",25,"2012-02-01"
"West Bromwich Albion","£72.50m",25,"2012-02-01"
