"","Team","Value","Squad size","Date"
"1","Salford City","€625Th.",12,"2015-01-15"
"2","Southend United","€2.78m",26,"2015-01-15"
"3","Bolton Wanderers","€29.20m",32,"2015-01-15"
"4","Oldham Athletic","€5.13m",25,"2015-01-15"
"5","Tranmere Rovers","€3.38m",26,"2015-01-15"
"6","Morecambe FC","€1.98m",23,"2015-01-15"
"7","Grimsby Town","€875Th.",24,"2015-01-15"
"8","Colchester United","€3.23m",26,"2015-01-15"
"9","Leyton Orient","€9.00m",26,"2015-01-15"
"10","Mansfield Town","€2.03m",25,"2015-01-15"
"11","Bradford City","€5.80m",24,"2015-01-15"
"12","Scunthorpe United","€4.43m",29,"2015-01-15"
"13","Barrow AFC","€1.03m",27,"2015-01-15"
"14","Port Vale FC","€4.08m",26,"2015-01-15"
"15","Cheltenham Town","€2.15m",26,"2015-01-15"
"16","Exeter City","€3.55m",26,"2015-01-15"
"17","Carlisle United","€3.78m",23,"2015-01-15"
"18","Crawley Town","€3.33m",23,"2015-01-15"
"19","Newport County","€1.53m",24,"2015-01-15"
"20","Cambridge United","€2.05m",30,"2015-01-15"
"21","Walsall FC","€3.28m",26,"2015-01-15"
"22","Forest Green Rovers","€2.08m",23,"2015-01-15"
"23","Stevenage FC","€2.20m",26,"2015-01-15"
"24","Harrogate Town","€2.38m",38,"2015-01-15"
