"Team","Value","Squad size","Date"
"Salford City","£495Th.",25,"2017-07-15"
"Southend United","£5.83m",20,"2017-07-15"
"Bolton Wanderers","£12.33m",23,"2017-07-15"
"Oldham Athletic","£2.86m",20,"2017-07-15"
"Tranmere Rovers","£1.13m",23,"2017-07-15"
"Morecambe FC","£1.80m",21,"2017-07-15"
"Grimsby Town","£1.94m",24,"2017-07-15"
"Colchester United","£2.72m",23,"2017-07-15"
"Leyton Orient","£518Th.",15,"2017-07-15"
"Mansfield Town","£3.38m",24,"2017-07-15"
"Bradford City","£3.53m",26,"2017-07-15"
"Scunthorpe United","£4.16m",22,"2017-07-15"
"Barrow AFC","£563Th.",19,"2017-07-15"
"Port Vale FC","£1.58m",23,"2017-07-15"
"Cheltenham Town","£1.24m",20,"2017-07-15"
"Exeter City","£3.20m",23,"2017-07-15"
"Carlisle United","£2.25m",22,"2017-07-15"
"Crawley Town","£2.88m",26,"2017-07-15"
"Newport County","£1.62m",19,"2017-07-15"
"Cambridge United","£2.36m",22,"2017-07-15"
"Walsall FC","£2.54m",22,"2017-07-15"
"Forest Green Rovers","£1.55m",25,"2017-07-15"
"Stevenage FC","£2.07m",24,"2017-07-15"
"Harrogate Town","£1.10m",30,"2017-07-15"
