"","Team","Value","Squad size","Date"
"1","Salford City","€2.15m",23,"2018-09-01"
"2","Southend United","€6.13m",29,"2018-09-01"
"3","Bolton Wanderers","€20.85m",30,"2018-09-01"
"4","Oldham Athletic","€4.93m",26,"2018-09-01"
"5","Tranmere Rovers","€1.98m",28,"2018-09-01"
"6","Morecambe FC","€2.28m",26,"2018-09-01"
"7","Grimsby Town","€3.18m",26,"2018-09-01"
"8","Colchester United","€1.78m",24,"2018-09-01"
"9","Leyton Orient","€2.25m",24,"2018-09-01"
"10","Mansfield Town","€4.03m",24,"2018-09-01"
"11","Bradford City","€4.70m",29,"2018-09-01"
"12","Scunthorpe United","€9.55m",25,"2018-09-01"
"13","Barrow AFC","€1.33m",25,"2018-09-01"
"14","Port Vale FC","€2.18m",27,"2018-09-01"
"15","Cheltenham Town","€2.40m",27,"2018-09-01"
"16","Exeter City","€3.38m",25,"2018-09-01"
"17","Carlisle United","€2.60m",26,"2018-09-01"
"18","Crawley Town","€2.73m",23,"2018-09-01"
"19","Newport County","€1.78m",21,"2018-09-01"
"20","Cambridge United","€2.20m",27,"2018-09-01"
"21","Walsall FC","€2.25m",25,"2018-09-01"
"22","Forest Green Rovers","€2.98m",24,"2018-09-01"
"23","Stevenage FC","€1.90m",29,"2018-09-01"
"24","Harrogate Town","€750Th.",21,"2018-09-01"
