"Team","Value","Squad size","Date"
"Salford City","-",0,"2012-03-15"
"Southend United","£4.55m",31,"2012-03-15"
"Bolton Wanderers","£70.65m",26,"2012-03-15"
"Oldham Athletic","£4.01m",27,"2012-03-15"
"Tranmere Rovers","£2.66m",25,"2012-03-15"
"Morecambe FC","£2.95m",29,"2012-03-15"
"Grimsby Town","£1.33m",24,"2012-03-15"
"Colchester United","£6.95m",24,"2012-03-15"
"Leyton Orient","£6.37m",27,"2012-03-15"
"Mansfield Town","£1.87m",24,"2012-03-15"
"Bradford City","£5.36m",30,"2012-03-15"
"Scunthorpe United","£5.36m",26,"2012-03-15"
"Barrow AFC","£720Th.",25,"2012-03-15"
"Port Vale FC","£2.39m",26,"2012-03-15"
"Cheltenham Town","£2.66m",23,"2012-03-15"
"Exeter City","£4.52m",28,"2012-03-15"
"Carlisle United","£5.92m",24,"2012-03-15"
"Crawley Town","£4.12m",28,"2012-03-15"
"Newport County","£405Th.",25,"2012-03-15"
"Cambridge United","£315Th.",23,"2012-03-15"
"Walsall FC","£3.96m",23,"2012-03-15"
"Forest Green Rovers","£2.00m",27,"2012-03-15"
"Stevenage FC","£4.05m",24,"2012-03-15"
"Harrogate Town","£743Th.",22,"2012-03-15"
