"Team","Value","Squad size","Date"
"Liverpool FC","£964.80m",24,"2019-08-15"
"Manchester City","£1.14bn",25,"2019-08-15"
"Chelsea FC","£753.98m",31,"2019-08-15"
"Manchester United","£704.03m",29,"2019-08-15"
"Tottenham Hotspur","£886.05m",25,"2019-08-15"
"Arsenal FC","£607.28m",27,"2019-08-15"
"Everton FC","£471.60m",28,"2019-08-15"
"Leicester City","£371.48m",32,"2019-08-15"
"Wolverhampton Wanderers","£282.24m",28,"2019-08-15"
"Aston Villa","£141.75m",26,"2019-08-15"
"West Ham United","£309.83m",25,"2019-08-15"
"Newcastle United","£227.32m",30,"2019-08-15"
"Brighton & Hove Albion","£199.58m",28,"2019-08-15"
"Southampton FC","£261.63m",28,"2019-08-15"
"Crystal Palace","£207.63m",25,"2019-08-15"
"Fulham FC","£130.50m",28,"2019-08-15"
"Leeds United","£84.29m",30,"2019-08-15"
"Sheffield United","£63.14m",29,"2019-08-15"
"Burnley FC","£185.18m",25,"2019-08-15"
"West Bromwich Albion","£81.23m",23,"2019-08-15"
