"Team","Value","Squad size","Date"
"Hull City","£24.57m",26,"2012-10-01"
"Ipswich Town","£14.36m",25,"2012-10-01"
"Blackpool FC","£22.93m",36,"2012-10-01"
"Sunderland AFC","£103.05m",23,"2012-10-01"
"Shrewsbury Town","£4.05m",22,"2012-10-01"
"Charlton Athletic","£9.83m",29,"2012-10-01"
"Fleetwood Town","£2.68m",30,"2012-10-01"
"Milton Keynes Dons","£6.17m",20,"2012-10-01"
"Oxford United","£3.94m",27,"2012-10-01"
"Wigan Athletic","£63.90m",23,"2012-10-01"
"Swindon Town","£4.84m",26,"2012-10-01"
"Doncaster Rovers","£6.03m",21,"2012-10-01"
"Portsmouth FC","£6.26m",25,"2012-10-01"
"Burton Albion","£2.53m",24,"2012-10-01"
"Gillingham FC","£3.15m",28,"2012-10-01"
"Bristol Rovers","£4.55m",29,"2012-10-01"
"Plymouth Argyle","£3.42m",29,"2012-10-01"
"Northampton Town","£3.13m",23,"2012-10-01"
"Lincoln City","£968Th.",30,"2012-10-01"
"Peterborough United","£9.23m",28,"2012-10-01"
"Rochdale AFC","£1.91m",25,"2012-10-01"
"Crewe Alexandra","£1.35m",24,"2012-10-01"
"AFC Wimbledon","£1.31m",24,"2012-10-01"
"Accrington Stanley","£1.49m",27,"2012-10-01"
