"Team","Value","Squad size","Date"
"Salford City","£1.06m",25,"2016-07-01"
"Southend United","£3.11m",19,"2016-07-01"
"Bolton Wanderers","£9.56m",25,"2016-07-01"
"Oldham Athletic","£3.02m",20,"2016-07-01"
"Tranmere Rovers","£855Th.",24,"2016-07-01"
"Morecambe FC","£1.33m",16,"2016-07-01"
"Grimsby Town","£1.91m",20,"2016-07-01"
"Colchester United","£2.21m",21,"2016-07-01"
"Leyton Orient","£4.48m",24,"2016-07-01"
"Mansfield Town","£1.85m",23,"2016-07-01"
"Bradford City","£3.38m",18,"2016-07-01"
"Scunthorpe United","£4.16m",24,"2016-07-01"
"Barrow AFC","£675Th.",20,"2016-07-01"
"Port Vale FC","£1.73m",16,"2016-07-01"
"Cheltenham Town","£855Th.",26,"2016-07-01"
"Exeter City","£4.32m",32,"2016-07-01"
"Carlisle United","£1.76m",19,"2016-07-01"
"Crawley Town","£2.39m",20,"2016-07-01"
"Newport County","£1.01m",20,"2016-07-01"
"Cambridge United","£1.82m",22,"2016-07-01"
"Walsall FC","£3.04m",23,"2016-07-01"
"Forest Green Rovers","£1.82m",25,"2016-07-01"
"Stevenage FC","£1.31m",20,"2016-07-01"
"Harrogate Town","£3.11m",52,"2016-07-01"
