"Team","Value","Squad size","Date"
"Liverpool FC","£298.35m",25,"2014-12-15"
"Manchester City","£397.13m",24,"2014-12-15"
"Chelsea FC","£400.28m",24,"2014-12-15"
"Manchester United","£414.90m",27,"2014-12-15"
"Tottenham Hotspur","£239.18m",27,"2014-12-15"
"Arsenal FC","£370.17m",28,"2014-12-15"
"Everton FC","£151.43m",24,"2014-12-15"
"Leicester City","£47.93m",26,"2014-12-15"
"Wolverhampton Wanderers","£21.85m",30,"2014-12-15"
"Aston Villa","£89.78m",25,"2014-12-15"
"West Ham United","£97.88m",24,"2014-12-15"
"Newcastle United","£113.63m",30,"2014-12-15"
"Brighton & Hove Albion","£21.15m",26,"2014-12-15"
"Southampton FC","£137.48m",24,"2014-12-15"
"Fulham FC","£35.96m",33,"2014-12-15"
"Crystal Palace","£64.13m",27,"2014-12-15"
"Leeds United","£24.10m",31,"2014-12-15"
"Sheffield United","£8.42m",28,"2014-12-15"
"Burnley FC","£40.50m",27,"2014-12-15"
"West Bromwich Albion","£82.35m",26,"2014-12-15"
