"Team","Value","Squad size","Date"
"Liverpool FC","£211.68m",25,"2012-04-15"
"Manchester City","£420.30m",24,"2012-04-15"
"Chelsea FC","£342.90m",25,"2012-04-15"
"Manchester United","£373.50m",28,"2012-04-15"
"Tottenham Hotspur","£242.33m",26,"2012-04-15"
"Arsenal FC","£269.33m",27,"2012-04-15"
"Everton FC","£132.30m",24,"2012-04-15"
"Leicester City","£31.82m",30,"2012-04-15"
"Wolverhampton Wanderers","£71.33m",22,"2012-04-15"
"Aston Villa","£111.83m",25,"2012-04-15"
"West Ham United","£56.70m",29,"2012-04-15"
"Newcastle United","£120.38m",27,"2012-04-15"
"Southampton FC","£24.84m",26,"2012-04-15"
"Brighton & Hove Albion","£16.09m",33,"2012-04-15"
"Fulham FC","£92.70m",31,"2012-04-15"
"Crystal Palace","£18.72m",29,"2012-04-15"
"Leeds United","£16.74m",25,"2012-04-15"
"Sheffield United","£13.77m",29,"2012-04-15"
"Burnley FC","£16.76m",23,"2012-04-15"
"West Bromwich Albion","£64.58m",24,"2012-04-15"
