"Team","Value","Squad size","Date"
"Ipswich Town","£14.76m",27,"2018-06-01"
"Hull City","£49.01m",26,"2018-06-01"
"Sunderland AFC","£42.75m",22,"2018-06-01"
"Blackpool FC","£3.58m",26,"2018-06-01"
"Charlton Athletic","£6.71m",22,"2018-06-01"
"Milton Keynes Dons","£5.09m",25,"2018-06-01"
"Portsmouth FC","£2.81m",21,"2018-06-01"
"Fleetwood Town","£4.01m",25,"2018-06-01"
"Shrewsbury Town","£2.59m",25,"2018-06-01"
"Swindon Town","£2.81m",26,"2018-06-01"
"Oxford United","£5.65m",31,"2018-06-01"
"Wigan Athletic","£10.73m",34,"2018-06-01"
"Lincoln City","£2.59m",22,"2018-06-01"
"Doncaster Rovers","£3.08m",29,"2018-06-01"
"Gillingham FC","£3.26m",27,"2018-06-01"
"Bristol Rovers","£2.86m",22,"2018-06-01"
"Plymouth Argyle","£4.25m",28,"2018-06-01"
"Burton Albion","£6.26m",26,"2018-06-01"
"Crewe Alexandra","£1.82m",24,"2018-06-01"
"Northampton Town","£4.93m",28,"2018-06-01"
"Peterborough United","£4.01m",29,"2018-06-01"
"Rochdale AFC","£3.06m",23,"2018-06-01"
"AFC Wimbledon","£3.56m",27,"2018-06-01"
"Accrington Stanley","£1.73m",21,"2018-06-01"
