"Team","Value","Squad size","Date"
"Hull City","£39.83m",24,"2018-08-01"
"Ipswich Town","£12.69m",27,"2018-08-01"
"Blackpool FC","£3.67m",26,"2018-08-01"
"Sunderland AFC","£38.34m",26,"2018-08-01"
"Shrewsbury Town","£3.29m",30,"2018-08-01"
"Charlton Athletic","£6.44m",19,"2018-08-01"
"Fleetwood Town","£6.57m",28,"2018-08-01"
"Milton Keynes Dons","£5.27m",26,"2018-08-01"
"Oxford United","£5.31m",26,"2018-08-01"
"Wigan Athletic","£11.41m",29,"2018-08-01"
"Swindon Town","£2.81m",25,"2018-08-01"
"Doncaster Rovers","£2.90m",29,"2018-08-01"
"Portsmouth FC","£3.60m",22,"2018-08-01"
"Burton Albion","£5.47m",22,"2018-08-01"
"Gillingham FC","£2.57m",25,"2018-08-01"
"Bristol Rovers","£3.33m",23,"2018-08-01"
"Plymouth Argyle","£4.68m",33,"2018-08-01"
"Northampton Town","£4.14m",27,"2018-08-01"
"Lincoln City","£3.11m",20,"2018-08-01"
"Peterborough United","£4.01m",27,"2018-08-01"
"Rochdale AFC","£2.79m",24,"2018-08-01"
"Crewe Alexandra","£2.05m",29,"2018-08-01"
"AFC Wimbledon","£2.50m",22,"2018-08-01"
"Accrington Stanley","£1.62m",21,"2018-08-01"
