"","Team","Value","Squad size","Date"
"1","Hull City","€64.15m",32,"2017-09-01"
"2","Ipswich Town","€21.35m",27,"2017-09-01"
"3","Blackpool FC","€3.93m",29,"2017-09-01"
"4","Sunderland AFC","€58.75m",24,"2017-09-01"
"5","Shrewsbury Town","€2.28m",22,"2017-09-01"
"6","Charlton Athletic","€9.10m",24,"2017-09-01"
"7","Fleetwood Town","€4.88m",27,"2017-09-01"
"8","Milton Keynes Dons","€9.28m",28,"2017-09-01"
"9","Oxford United","€7.13m",27,"2017-09-01"
"10","Wigan Athletic","€13.08m",30,"2017-09-01"
"11","Swindon Town","€3.13m",27,"2017-09-01"
"12","Doncaster Rovers","€3.05m",27,"2017-09-01"
"13","Portsmouth FC","€5.18m",29,"2017-09-01"
"14","Burton Albion","€12.50m",25,"2017-09-01"
"15","Gillingham FC","€3.50m",24,"2017-09-01"
"16","Bristol Rovers","€2.80m",24,"2017-09-01"
"17","Plymouth Argyle","€5.08m",25,"2017-09-01"
"18","Northampton Town","€7.20m",27,"2017-09-01"
"19","Lincoln City","€1.78m",21,"2017-09-01"
"20","Peterborough United","€4.58m",27,"2017-09-01"
"21","Rochdale AFC","€4.00m",27,"2017-09-01"
"22","Crewe Alexandra","€2.38m",27,"2017-09-01"
"23","AFC Wimbledon","€4.33m",27,"2017-09-01"
"24","Accrington Stanley","€2.03m",24,"2017-09-01"
