"Team","Value","Squad size","Date"
"Liverpool FC","£246.15m",25,"2013-07-15"
"Manchester City","£392.63m",24,"2013-07-15"
"Chelsea FC","£423.90m",30,"2013-07-15"
"Manchester United","£352.35m",31,"2013-07-15"
"Tottenham Hotspur","£256.95m",27,"2013-07-15"
"Arsenal FC","£277.56m",29,"2013-07-15"
"Everton FC","£141.53m",25,"2013-07-15"
"Leicester City","£28.71m",26,"2013-07-15"
"Wolverhampton Wanderers","£29.57m",29,"2013-07-15"
"Aston Villa","£103.95m",31,"2013-07-15"
"West Ham United","£78.53m",24,"2013-07-15"
"Newcastle United","£144.90m",27,"2013-07-15"
"Brighton & Hove Albion","£18.97m",26,"2013-07-15"
"Southampton FC","£86.63m",27,"2013-07-15"
"Crystal Palace","£31.05m",20,"2013-07-15"
"Fulham FC","£65.03m",24,"2013-07-15"
"Leeds United","£18.90m",25,"2013-07-15"
"Sheffield United","£8.64m",28,"2013-07-15"
"Burnley FC","£17.71m",24,"2013-07-15"
"West Bromwich Albion","£62.33m",22,"2013-07-15"
