"","Team","Value","Squad size","Date"
"1","Salford City","€1.20m",27,"2016-03-01"
"2","Southend United","€4.95m",25,"2016-03-01"
"3","Bolton Wanderers","€15.25m",28,"2016-03-01"
"4","Oldham Athletic","€5.73m",31,"2016-03-01"
"5","Tranmere Rovers","€2.45m",29,"2016-03-01"
"6","Morecambe FC","€1.73m",23,"2016-03-01"
"7","Grimsby Town","€1.75m",25,"2016-03-01"
"8","Colchester United","€5.45m",29,"2016-03-01"
"9","Leyton Orient","€6.78m",30,"2016-03-01"
"10","Mansfield Town","€2.68m",26,"2016-03-01"
"11","Bradford City","€7.23m",26,"2016-03-01"
"12","Scunthorpe United","€4.73m",26,"2016-03-01"
"13","Barrow AFC","€1.10m",25,"2016-03-01"
"14","Port Vale FC","€3.53m",24,"2016-03-01"
"15","Cheltenham Town","€1.35m",27,"2016-03-01"
"16","Exeter City","€4.95m",29,"2016-03-01"
"17","Carlisle United","€1.65m",24,"2016-03-01"
"18","Crawley Town","€3.00m",23,"2016-03-01"
"19","Newport County","€1.48m",24,"2016-03-01"
"20","Cambridge United","€2.83m",27,"2016-03-01"
"21","Walsall FC","€4.10m",24,"2016-03-01"
"22","Forest Green Rovers","€1.98m",21,"2016-03-01"
"23","Stevenage FC","€1.88m",27,"2016-03-01"
"24","Harrogate Town","€3.25m",49,"2016-03-01"
