"","Team","Value","Squad size","Date"
"1","Hull City","€30.90m",27,"2011-08-01"
"2","Ipswich Town","€23.95m",27,"2011-08-01"
"3","Blackpool FC","€29.18m",31,"2011-08-01"
"4","Sunderland AFC","€122.00m",30,"2011-08-01"
"5","Shrewsbury Town","€3.60m",20,"2011-08-01"
"6","Charlton Athletic","€9.93m",30,"2011-08-01"
"7","Fleetwood Town","€675Th.",26,"2011-08-01"
"8","Milton Keynes Dons","€5.50m",20,"2011-08-01"
"9","Oxford United","€4.78m",26,"2011-08-01"
"10","Wigan Athletic","€58.80m",22,"2011-08-01"
"11","Swindon Town","€4.05m",28,"2011-08-01"
"12","Doncaster Rovers","€11.38m",24,"2011-08-01"
"13","Portsmouth FC","€23.05m",17,"2011-08-01"
"14","Burton Albion","€3.33m",24,"2011-08-01"
"15","Gillingham FC","€3.35m",26,"2011-08-01"
"16","Bristol Rovers","€4.75m",28,"2011-08-01"
"17","Plymouth Argyle","€2.88m",18,"2011-08-01"
"18","Northampton Town","€3.48m",24,"2011-08-01"
"19","Lincoln City","-",NA,"2011-08-01"
"20","Peterborough United","€6.38m",26,"2011-08-01"
"21","Rochdale AFC","€3.43m",21,"2011-08-01"
"22","Crewe Alexandra","€975Th.",23,"2011-08-01"
"23","AFC Wimbledon","€375Th.",22,"2011-08-01"
"24","Accrington Stanley","€1.48m",18,"2011-08-01"
