"Team","Value","Squad size","Date"
"Salford City","-",NA,"2011-07-15"
"Southend United","£3.40m",23,"2011-07-15"
"Bolton Wanderers","£68.72m",23,"2011-07-15"
"Oldham Athletic","£3.53m",23,"2011-07-15"
"Tranmere Rovers","£2.12m",19,"2011-07-15"
"Morecambe FC","£2.52m",24,"2011-07-15"
"Grimsby Town","£1.53m",22,"2011-07-15"
"Colchester United","£4.79m",22,"2011-07-15"
"Leyton Orient","£4.25m",21,"2011-07-15"
"Mansfield Town","£1.60m",30,"2011-07-15"
"Bradford City","£2.14m",24,"2011-07-15"
"Scunthorpe United","£4.95m",25,"2011-07-15"
"Barrow AFC","£360Th.",12,"2011-07-15"
"Port Vale FC","£2.25m",24,"2011-07-15"
"Cheltenham Town","£1.55m",18,"2011-07-15"
"Exeter City","£3.42m",24,"2011-07-15"
"Carlisle United","£4.57m",21,"2011-07-15"
"Crawley Town","£1.85m",24,"2011-07-15"
"Newport County","£720Th.",16,"2011-07-15"
"Cambridge United","£945Th.",29,"2011-07-15"
"Walsall FC","£4.82m",23,"2011-07-15"
"Forest Green Rovers","£1.46m",39,"2011-07-15"
"Stevenage FC","£2.86m",26,"2011-07-15"
"Harrogate Town","£720Th.",20,"2011-07-15"
