"","Team","Value","Squad size","Date"
"1","Hull City","€65.73m",25,"2015-11-15"
"2","Ipswich Town","€21.30m",26,"2015-11-15"
"3","Blackpool FC","€3.69m",27,"2015-11-15"
"4","Sunderland AFC","€111.75m",28,"2015-11-15"
"5","Shrewsbury Town","€5.25m",27,"2015-11-15"
"6","Charlton Athletic","€24.40m",26,"2015-11-15"
"7","Fleetwood Town","€3.53m",32,"2015-11-15"
"8","Milton Keynes Dons","€9.23m",28,"2015-11-15"
"9","Oxford United","€2.23m",26,"2015-11-15"
"10","Wigan Athletic","€10.85m",29,"2015-11-15"
"11","Swindon Town","€4.80m",30,"2015-11-15"
"12","Doncaster Rovers","€5.60m",27,"2015-11-15"
"13","Portsmouth FC","€5.38m",27,"2015-11-15"
"14","Burton Albion","€3.45m",28,"2015-11-15"
"15","Gillingham FC","€2.05m",29,"2015-11-15"
"16","Bristol Rovers","€1.45m",27,"2015-11-15"
"17","Plymouth Argyle","€2.35m",21,"2015-11-15"
"18","Northampton Town","€3.73m",24,"2015-11-15"
"19","Lincoln City","€825Th.",22,"2015-11-15"
"20","Peterborough United","€5.08m",26,"2015-11-15"
"21","Rochdale AFC","€3.53m",26,"2015-11-15"
"22","Crewe Alexandra","€2.85m",29,"2015-11-15"
"23","AFC Wimbledon","€2.30m",24,"2015-11-15"
"24","Accrington Stanley","€900Th.",28,"2015-11-15"
