"","Team","Value","Squad size","Date"
"1","Hull City","€27.35m",32,"2012-01-15"
"2","Ipswich Town","€24.33m",26,"2012-01-15"
"3","Blackpool FC","€28.75m",27,"2012-01-15"
"4","Sunderland AFC","€107.70m",27,"2012-01-15"
"5","Shrewsbury Town","€3.80m",22,"2012-01-15"
"6","Charlton Athletic","€11.45m",29,"2012-01-15"
"7","Fleetwood Town","€725Th.",31,"2012-01-15"
"8","Milton Keynes Dons","€6.43m",21,"2012-01-15"
"9","Oxford United","€5.18m",27,"2012-01-15"
"10","Wigan Athletic","€69.30m",25,"2012-01-15"
"11","Swindon Town","€5.38m",28,"2012-01-15"
"12","Doncaster Rovers","€18.33m",32,"2012-01-15"
"13","Portsmouth FC","€26.08m",20,"2012-01-15"
"14","Burton Albion","€3.20m",29,"2012-01-15"
"15","Gillingham FC","€3.83m",30,"2012-01-15"
"16","Bristol Rovers","€4.08m",28,"2012-01-15"
"17","Plymouth Argyle","€5.08m",28,"2012-01-15"
"18","Northampton Town","€4.03m",30,"2012-01-15"
"19","Lincoln City","€1.65m",30,"2012-01-15"
"20","Peterborough United","€6.85m",24,"2012-01-15"
"21","Rochdale AFC","€5.58m",27,"2012-01-15"
"22","Crewe Alexandra","€1.00m",26,"2012-01-15"
"23","AFC Wimbledon","€1.33m",29,"2012-01-15"
"24","Accrington Stanley","€2.05m",21,"2012-01-15"
