"Team","Value","Squad size","Date"
"Salford City","£45Th.",3,"2013-02-01"
"Southend United","£4.23m",27,"2013-02-01"
"Bolton Wanderers","£52.97m",34,"2013-02-01"
"Oldham Athletic","£3.94m",29,"2013-02-01"
"Tranmere Rovers","£2.07m",24,"2013-02-01"
"Morecambe FC","£2.32m",24,"2013-02-01"
"Grimsby Town","£1.46m",21,"2013-02-01"
"Colchester United","£5.20m",28,"2013-02-01"
"Leyton Orient","£4.48m",20,"2013-02-01"
"Mansfield Town","£2.45m",28,"2013-02-01"
"Bradford City","£5.38m",28,"2013-02-01"
"Scunthorpe United","£3.29m",22,"2013-02-01"
"Barrow AFC","£765Th.",17,"2013-02-01"
"Port Vale FC","£3.40m",23,"2013-02-01"
"Cheltenham Town","£2.39m",23,"2013-02-01"
"Exeter City","£3.87m",27,"2013-02-01"
"Carlisle United","£3.51m",22,"2013-02-01"
"Crawley Town","£2.86m",26,"2013-02-01"
"Newport County","£1.24m",22,"2013-02-01"
"Walsall FC","£3.35m",26,"2013-02-01"
"Forest Green Rovers","£1.67m",27,"2013-02-01"
"Stevenage FC","£5.65m",25,"2013-02-01"
"Cambridge United","£563Th.",25,"2013-02-01"
"Harrogate Town","£1.42m",35,"2013-02-01"
