"","Team","Value","Squad size","Date"
"1","Hull City","€25.95m",28,"2011-12-15"
"2","Ipswich Town","€29.15m",25,"2011-12-15"
"3","Blackpool FC","€28.30m",28,"2011-12-15"
"4","Sunderland AFC","€107.70m",27,"2011-12-15"
"5","Shrewsbury Town","€3.80m",23,"2011-12-15"
"6","Charlton Athletic","€13.18m",30,"2011-12-15"
"7","Fleetwood Town","€850Th.",34,"2011-12-15"
"8","Milton Keynes Dons","€6.55m",23,"2011-12-15"
"9","Oxford United","€6.08m",28,"2011-12-15"
"10","Wigan Athletic","€70.80m",25,"2011-12-15"
"11","Swindon Town","€5.48m",30,"2011-12-15"
"12","Doncaster Rovers","€23.05m",34,"2011-12-15"
"13","Portsmouth FC","€27.08m",22,"2011-12-15"
"14","Burton Albion","€3.35m",28,"2011-12-15"
"15","Gillingham FC","€4.73m",29,"2011-12-15"
"16","Bristol Rovers","€5.25m",28,"2011-12-15"
"17","Plymouth Argyle","€4.78m",27,"2011-12-15"
"18","Northampton Town","€3.70m",27,"2011-12-15"
"19","Lincoln City","€1.95m",30,"2011-12-15"
"20","Peterborough United","€6.65m",22,"2011-12-15"
"21","Rochdale AFC","€5.23m",28,"2011-12-15"
"22","Crewe Alexandra","€1.10m",28,"2011-12-15"
"23","AFC Wimbledon","€775Th.",25,"2011-12-15"
"24","Accrington Stanley","€2.20m",24,"2011-12-15"
