"Team","Value","Squad size","Date"
"Hull City","£33.62m",29,"2011-01-01"
"Ipswich Town","£22.10m",28,"2011-01-01"
"Blackpool FC","£24.12m",30,"2011-01-01"
"Sunderland AFC","£93.87m",24,"2011-01-01"
"Shrewsbury Town","£5.27m",29,"2011-01-01"
"Charlton Athletic","£10.31m",29,"2011-01-01"
"Fleetwood Town","£1.60m",34,"2011-01-01"
"Milton Keynes Dons","£5.56m",25,"2011-01-01"
"Oxford United","£3.38m",26,"2011-01-01"
"Wigan Athletic","£60.30m",23,"2011-01-01"
"Swindon Town","£5.51m",27,"2011-01-01"
"Doncaster Rovers","£11.50m",26,"2011-01-01"
"Portsmouth FC","£23.90m",24,"2011-01-01"
"Burton Albion","£3.94m",26,"2011-01-01"
"Gillingham FC","£4.43m",32,"2011-01-01"
"Bristol Rovers","£5.56m",24,"2011-01-01"
"Plymouth Argyle","£9.99m",28,"2011-01-01"
"Northampton Town","£3.83m",25,"2011-01-01"
"Lincoln City","£2.72m",24,"2011-01-01"
"Peterborough United","£7.85m",26,"2011-01-01"
"Rochdale AFC","£3.76m",29,"2011-01-01"
"Crewe Alexandra","£1.96m",28,"2011-01-01"
"AFC Wimbledon","£293Th.",26,"2011-01-01"
"Accrington Stanley","£1.60m",26,"2011-01-01"
