"","Team","Value","Squad size","Date"
"1","Salford City","-",0,"2012-02-15"
"2","Southend United","€4.73m",30,"2012-02-15"
"3","Bolton Wanderers","€81.00m",28,"2012-02-15"
"4","Oldham Athletic","€4.50m",27,"2012-02-15"
"5","Tranmere Rovers","€3.45m",24,"2012-02-15"
"6","Morecambe FC","€3.28m",28,"2012-02-15"
"7","Grimsby Town","€1.38m",23,"2012-02-15"
"8","Colchester United","€6.73m",24,"2012-02-15"
"9","Leyton Orient","€6.28m",23,"2012-02-15"
"10","Mansfield Town","€2.05m",24,"2012-02-15"
"11","Bradford City","€6.45m",33,"2012-02-15"
"12","Scunthorpe United","€5.95m",27,"2012-02-15"
"13","Barrow AFC","€750Th.",23,"2012-02-15"
"14","Port Vale FC","€2.65m",27,"2012-02-15"
"15","Cheltenham Town","€2.70m",22,"2012-02-15"
"16","Exeter City","€3.83m",27,"2012-02-15"
"17","Carlisle United","€6.58m",24,"2012-02-15"
"18","Crawley Town","€3.70m",25,"2012-02-15"
"19","Newport County","€1.08m",27,"2012-02-15"
"20","Cambridge United","€350Th.",24,"2012-02-15"
"21","Walsall FC","€4.90m",23,"2012-02-15"
"22","Forest Green Rovers","€2.28m",27,"2012-02-15"
"23","Stevenage FC","€2.78m",24,"2012-02-15"
"24","Harrogate Town","€900Th.",24,"2012-02-15"
