"","Team","Value","Squad size","Date"
"1","Hull City","€29.03m",29,"2011-08-15"
"2","Ipswich Town","€22.20m",27,"2011-08-15"
"3","Blackpool FC","€27.23m",31,"2011-08-15"
"4","Sunderland AFC","€119.20m",30,"2011-08-15"
"5","Shrewsbury Town","€3.60m",20,"2011-08-15"
"6","Charlton Athletic","€9.78m",30,"2011-08-15"
"7","Fleetwood Town","€800Th.",30,"2011-08-15"
"8","Milton Keynes Dons","€5.75m",22,"2011-08-15"
"9","Oxford United","€4.50m",23,"2011-08-15"
"10","Wigan Athletic","€64.55m",24,"2011-08-15"
"11","Swindon Town","€4.05m",29,"2011-08-15"
"12","Doncaster Rovers","€12.38m",27,"2011-08-15"
"13","Portsmouth FC","€24.75m",20,"2011-08-15"
"14","Burton Albion","€3.35m",25,"2011-08-15"
"15","Gillingham FC","€3.35m",26,"2011-08-15"
"16","Bristol Rovers","€4.55m",27,"2011-08-15"
"17","Plymouth Argyle","€3.68m",24,"2011-08-15"
"18","Northampton Town","€3.78m",28,"2011-08-15"
"19","Lincoln City","€1.33m",19,"2011-08-15"
"20","Peterborough United","€6.15m",25,"2011-08-15"
"21","Rochdale AFC","€3.48m",21,"2011-08-15"
"22","Crewe Alexandra","€975Th.",24,"2011-08-15"
"23","AFC Wimbledon","€375Th.",22,"2011-08-15"
"24","Accrington Stanley","€1.45m",18,"2011-08-15"
