"Team","Value","Squad size","Date"
"Liverpool FC","£215.37m",24,"2012-10-01"
"Manchester City","£448.43m",25,"2012-10-01"
"Chelsea FC","£348.30m",23,"2012-10-01"
"Manchester United","£396.90m",28,"2012-10-01"
"Tottenham Hotspur","£229.05m",24,"2012-10-01"
"Arsenal FC","£256.28m",27,"2012-10-01"
"Everton FC","£111.38m",21,"2012-10-01"
"Leicester City","£23.45m",21,"2012-10-01"
"Wolverhampton Wanderers","£60.03m",28,"2012-10-01"
"Aston Villa","£103.95m",26,"2012-10-01"
"West Ham United","£83.21m",24,"2012-10-01"
"Newcastle United","£142.20m",28,"2012-10-01"
"Southampton FC","£61.34m",26,"2012-10-01"
"Brighton & Hove Albion","£21.87m",30,"2012-10-01"
"Fulham FC","£76.28m",26,"2012-10-01"
"Crystal Palace","£18.27m",24,"2012-10-01"
"Leeds United","£17.53m",30,"2012-10-01"
"Sheffield United","£8.96m",27,"2012-10-01"
"Burnley FC","£17.84m",26,"2012-10-01"
"West Bromwich Albion","£74.70m",26,"2012-10-01"
