"","Team","Value","Squad size","Date"
"1","Salford City","€650Th.",25,"2017-10-01"
"2","Southend United","€7.18m",24,"2017-10-01"
"3","Bolton Wanderers","€16.25m",26,"2017-10-01"
"4","Oldham Athletic","€8.00m",30,"2017-10-01"
"5","Tranmere Rovers","€1.65m",26,"2017-10-01"
"6","Morecambe FC","€2.50m",29,"2017-10-01"
"7","Grimsby Town","€2.98m",29,"2017-10-01"
"8","Colchester United","€3.55m",26,"2017-10-01"
"9","Leyton Orient","€2.63m",31,"2017-10-01"
"10","Mansfield Town","€4.03m",23,"2017-10-01"
"11","Bradford City","€4.58m",33,"2017-10-01"
"12","Scunthorpe United","€6.98m",26,"2017-10-01"
"13","Barrow AFC","€800Th.",24,"2017-10-01"
"14","Port Vale FC","€3.20m",31,"2017-10-01"
"15","Cheltenham Town","€2.75m",25,"2017-10-01"
"16","Exeter City","€4.28m",27,"2017-10-01"
"17","Carlisle United","€2.55m",22,"2017-10-01"
"18","Crawley Town","€2.83m",24,"2017-10-01"
"19","Newport County","€2.23m",25,"2017-10-01"
"20","Cambridge United","€2.33m",22,"2017-10-01"
"21","Walsall FC","€3.10m",27,"2017-10-01"
"22","Forest Green Rovers","€1.55m",27,"2017-10-01"
"23","Stevenage FC","€2.00m",27,"2017-10-01"
"24","Harrogate Town","€775Th.",23,"2017-10-01"
