"Team","Value","Squad size","Date"
"Salford City","-",NA,"2011-12-01"
"Bolton Wanderers","£88.20m",27,"2011-12-01"
"Oldham Athletic","£4.23m",29,"2011-12-01"
"Barrow AFC","£675Th.",24,"2011-12-01"
"Morecambe FC","£2.86m",25,"2011-12-01"
"Mansfield Town","£1.87m",27,"2011-12-01"
"Tranmere Rovers","£3.11m",24,"2011-12-01"
"Grimsby Town","£1.28m",23,"2011-12-01"
"Leyton Orient","£5.78m",25,"2011-12-01"
"Colchester United","£5.33m",24,"2011-12-01"
"Scunthorpe United","£4.34m",28,"2011-12-01"
"Bradford City","£5.85m",33,"2011-12-01"
"Port Vale FC","£3.74m",31,"2011-12-01"
"Crawley Town","£2.52m",19,"2011-12-01"
"Exeter City","£5.42m",31,"2011-12-01"
"Newport County","£1.06m",27,"2011-12-01"
"Southend United","£4.12m",26,"2011-12-01"
"Cheltenham Town","£2.50m",24,"2011-12-01"
"Cambridge United","£675Th.",25,"2011-12-01"
"Carlisle United","£5.58m",25,"2011-12-01"
"Stevenage FC","£2.77m",25,"2011-12-01"
"Forest Green Rovers","£1.62m",26,"2011-12-01"
"Walsall FC","£4.55m",23,"2011-12-01"
"Harrogate Town","£698Th.",22,"2011-12-01"
