"Team","Value","Squad size","Date"
"Liverpool FC","£246.60m",24,"2011-01-15"
"Manchester City","£336.87m",26,"2011-01-15"
"Chelsea FC","£325.80m",23,"2011-01-15"
"Manchester United","£334.08m",29,"2011-01-15"
"Tottenham Hotspur","£256.73m",29,"2011-01-15"
"Arsenal FC","£272.70m",24,"2011-01-15"
"Everton FC","£149.31m",22,"2011-01-15"
"Leicester City","£40.39m",33,"2011-01-15"
"Wolverhampton Wanderers","£60.30m",25,"2011-01-15"
"Aston Villa","£133.34m",27,"2011-01-15"
"West Ham United","£107.69m",30,"2011-01-15"
"Newcastle United","£71.33m",27,"2011-01-15"
"Brighton & Hove Albion","£6.41m",29,"2011-01-15"
"Southampton FC","£12.15m",30,"2011-01-15"
"Fulham FC","£92.70m",28,"2011-01-15"
"Crystal Palace","£15.35m",28,"2011-01-15"
"Leeds United","£24.44m",34,"2011-01-15"
"Sheffield United","£21.33m",31,"2011-01-15"
"Burnley FC","£30.87m",28,"2011-01-15"
"West Bromwich Albion","£61.43m",25,"2011-01-15"
