"Team","Value","Squad size","Date"
"AFC Bournemouth","£9.23m",29,"2013-09-15"
"Norwich City","£76.55m",25,"2013-09-15"
"Watford FC","£24.71m",25,"2013-09-15"
"Brentford FC","£6.93m",30,"2013-09-15"
"Cardiff City","£62.26m",31,"2013-09-15"
"Bristol City","£9.54m",25,"2013-09-15"
"Swansea City","£101.25m",23,"2013-09-15"
"Stoke City","£90.27m",25,"2013-09-15"
"Reading FC","£31.77m",23,"2013-09-15"
"Blackburn Rovers","£38.21m",30,"2013-09-15"
"Nottingham Forest","£27.68m",27,"2013-09-15"
"Middlesbrough FC","£22.14m",26,"2013-09-15"
"Derby County","£15.84m",25,"2013-09-15"
"Huddersfield Town","£12.83m",24,"2013-09-15"
"Birmingham City","£13.23m",26,"2013-09-15"
"Millwall FC","£15.57m",29,"2013-09-15"
"Sheffield Wednesday","£10.89m",28,"2013-09-15"
"Preston North End","£4.86m",23,"2013-09-15"
"Queens Park Rangers","£62.82m",26,"2013-09-15"
"Barnsley FC","£10.64m",25,"2013-09-15"
"Luton Town","£1.98m",29,"2013-09-15"
"Coventry City","£5.13m",24,"2013-09-15"
"Rotherham United","£5.15m",24,"2013-09-15"
"Wycombe Wanderers","£2.63m",23,"2013-09-15"
