"","Team","Value","Squad size","Date"
"1","Hull City","€52.75m",24,"2014-01-15"
"2","Ipswich Town","€13.00m",22,"2014-01-15"
"3","Blackpool FC","€17.58m",22,"2014-01-15"
"4","Sunderland AFC","€109.15m",26,"2014-01-15"
"5","Shrewsbury Town","€3.58m",24,"2014-01-15"
"6","Charlton Athletic","€14.60m",26,"2014-01-15"
"7","Fleetwood Town","€3.43m",30,"2014-01-15"
"8","Milton Keynes Dons","€5.40m",20,"2014-01-15"
"9","Oxford United","€2.63m",28,"2014-01-15"
"10","Wigan Athletic","€46.65m",26,"2014-01-15"
"11","Swindon Town","€4.60m",32,"2014-01-15"
"12","Doncaster Rovers","€8.70m",24,"2014-01-15"
"13","Portsmouth FC","€5.93m",28,"2014-01-15"
"14","Burton Albion","€3.06m",23,"2014-01-15"
"15","Gillingham FC","€3.55m",28,"2014-01-15"
"16","Bristol Rovers","€2.05m",25,"2014-01-15"
"17","Plymouth Argyle","€2.83m",24,"2014-01-15"
"18","Northampton Town","€4.08m",30,"2014-01-15"
"19","Lincoln City","€550Th.",22,"2014-01-15"
"20","Peterborough United","€7.95m",24,"2014-01-15"
"21","Rochdale AFC","€2.80m",28,"2014-01-15"
"22","Crewe Alexandra","€2.45m",27,"2014-01-15"
"23","AFC Wimbledon","€2.33m",24,"2014-01-15"
"24","Accrington Stanley","€2.38m",25,"2014-01-15"
