"Team","Value","Squad size","Date"
"Salford City","£585Th.",25,"2017-12-01"
"Southend United","£5.54m",27,"2017-12-01"
"Bolton Wanderers","£14.63m",26,"2017-12-01"
"Oldham Athletic","£6.84m",29,"2017-12-01"
"Tranmere Rovers","£1.67m",29,"2017-12-01"
"Morecambe FC","£2.25m",28,"2017-12-01"
"Grimsby Town","£2.50m",28,"2017-12-01"
"Colchester United","£3.22m",27,"2017-12-01"
"Leyton Orient","£2.18m",29,"2017-12-01"
"Mansfield Town","£3.69m",25,"2017-12-01"
"Bradford City","£4.46m",31,"2017-12-01"
"Scunthorpe United","£5.96m",27,"2017-12-01"
"Barrow AFC","£1.13m",22,"2017-12-01"
"Port Vale FC","£2.79m",33,"2017-12-01"
"Cheltenham Town","£2.48m",25,"2017-12-01"
"Exeter City","£3.87m",31,"2017-12-01"
"Carlisle United","£2.43m",25,"2017-12-01"
"Crawley Town","£2.59m",26,"2017-12-01"
"Newport County","£2.12m",24,"2017-12-01"
"Cambridge United","£2.09m",24,"2017-12-01"
"Walsall FC","£2.77m",27,"2017-12-01"
"Forest Green Rovers","£1.26m",26,"2017-12-01"
"Stevenage FC","£1.73m",27,"2017-12-01"
"Harrogate Town","£765Th.",26,"2017-12-01"
