"Team","Value","Squad size","Date"
"AFC Bournemouth","£5.92m",33,"2012-07-15"
"Norwich City","£49.05m",26,"2012-07-15"
"Watford FC","£10.31m",23,"2012-07-15"
"Brentford FC","£4.01m",22,"2012-07-15"
"Cardiff City","£18.63m",24,"2012-07-15"
"Bristol City","£11.66m",21,"2012-07-15"
"Swansea City","£58.73m",25,"2012-07-15"
"Stoke City","£69.30m",24,"2012-07-15"
"Reading FC","£26.10m",24,"2012-07-15"
"Blackburn Rovers","£44.19m",27,"2012-07-15"
"Nottingham Forest","£15.59m",21,"2012-07-15"
"Middlesbrough FC","£27.29m",28,"2012-07-15"
"Derby County","£8.53m",22,"2012-07-15"
"Huddersfield Town","£12.65m",28,"2012-07-15"
"Birmingham City","£24.75m",21,"2012-07-15"
"Millwall FC","£11.90m",26,"2012-07-15"
"Sheffield Wednesday","£13.30m",28,"2012-07-15"
"Preston North End","£5.72m",26,"2012-07-15"
"Queens Park Rangers","£73.13m",30,"2012-07-15"
"Barnsley FC","£6.75m",22,"2012-07-15"
"Luton Town","£1.19m",23,"2012-07-15"
"Coventry City","£8.06m",23,"2012-07-15"
"Rotherham United","£4.86m",21,"2012-07-15"
"Wycombe Wanderers","£3.42m",23,"2012-07-15"
