"","Team","Value","Squad size","Date"
"1","Hull City","€84.85m",26,"2016-11-15"
"2","Ipswich Town","€19.35m",27,"2016-11-15"
"3","Blackpool FC","€3.43m",25,"2016-11-15"
"4","Sunderland AFC","€99.50m",25,"2016-11-15"
"5","Shrewsbury Town","€5.23m",24,"2016-11-15"
"6","Charlton Athletic","€14.60m",28,"2016-11-15"
"7","Fleetwood Town","€5.10m",30,"2016-11-15"
"8","Milton Keynes Dons","€6.55m",27,"2016-11-15"
"9","Oxford United","€4.85m",29,"2016-11-15"
"10","Wigan Athletic","€21.23m",27,"2016-11-15"
"11","Swindon Town","€4.20m",24,"2016-11-15"
"12","Doncaster Rovers","€3.53m",26,"2016-11-15"
"13","Portsmouth FC","€4.00m",28,"2016-11-15"
"14","Burton Albion","€9.00m",26,"2016-11-15"
"15","Gillingham FC","€6.38m",30,"2016-11-15"
"16","Bristol Rovers","€3.90m",30,"2016-11-15"
"17","Plymouth Argyle","€4.08m",25,"2016-11-15"
"18","Northampton Town","€4.90m",26,"2016-11-15"
"19","Lincoln City","€1.13m",25,"2016-11-15"
"20","Peterborough United","€4.48m",25,"2016-11-15"
"21","Rochdale AFC","€4.03m",26,"2016-11-15"
"22","Crewe Alexandra","€2.48m",21,"2016-11-15"
"23","AFC Wimbledon","€3.25m",25,"2016-11-15"
"24","Accrington Stanley","€3.38m",29,"2016-11-15"
